user,include,item list,len,without constraint
780,6324,[1755],1,"['4177', '647', '1252', '1984', '2756', '908', '983', '1646', '4026', '1089', '786', '2549', '679', '4894', '1755', '555', '484', '708', '3064', '125', '4275', '3676', '3955', '2949', '413', '4675', '1519', '2739', '3763', '4836']"
780,7258,[],0,"['4177', '647', '1252', '1984', '2756', '908', '983', '1646', '4026', '1089', '786', '2549', '679', '4894', '1755', '555', '484', '708', '3064', '125', '4275', '3676', '3955', '2949', '413', '4675', '1519', '2739', '3763', '4836']"
780,3440,"[1252, 1089]",2,"['4177', '647', '1252', '1984', '2756', '908', '983', '1646', '4026', '1089', '786', '2549', '679', '4894', '1755', '555', '484', '708', '3064', '125', '4275', '3676', '3955', '2949', '413', '4675', '1519', '2739', '3763', '4836']"
781,5825,[2795],1,"['908', '4270', '532', '1209', '3431', '3687', '1580', '3914', '4645', '85', '4106', '617', '183', '483', '2848', '855', '2958', '1912', '4091', '917', '2280', '4854', '4261', '2560', '1171', '3423', '4690', '2136', '2795', '3102']"
781,1124,[855],1,"['908', '4270', '532', '1209', '3431', '3687', '1580', '3914', '4645', '85', '4106', '617', '183', '483', '2848', '855', '2958', '1912', '4091', '917', '2280', '4854', '4261', '2560', '1171', '3423', '4690', '2136', '2795', '3102']"
781,7655,"[3914, 2848, 2560, 2795]",4,"['908', '4270', '532', '1209', '3431', '3687', '1580', '3914', '4645', '85', '4106', '617', '183', '483', '2848', '855', '2958', '1912', '4091', '917', '2280', '4854', '4261', '2560', '1171', '3423', '4690', '2136', '2795', '3102']"
782,6906,"[647, 828, 2730, 42, 1984, 708]",6,"['647', '983', '1646', '648', '2949', '828', '3335', '2639', '4926', '145', '3459', '2730', '42', '1667', '262', '2755', '459', '2699', '2501', '320', '45', '2319', '1984', '1202', '2194', '2368', '2848', '27', '4252', '708']"
782,332,"[45, 2319, 1984]",3,"['647', '983', '1646', '648', '2949', '828', '3335', '2639', '4926', '145', '3459', '2730', '42', '1667', '262', '2755', '459', '2699', '2501', '320', '45', '2319', '1984', '1202', '2194', '2368', '2848', '27', '4252', '708']"
782,4987,[2848],1,"['647', '983', '1646', '648', '2949', '828', '3335', '2639', '4926', '145', '3459', '2730', '42', '1667', '262', '2755', '459', '2699', '2501', '320', '45', '2319', '1984', '1202', '2194', '2368', '2848', '27', '4252', '708']"
783,6324,[357],1,"['1252', '2549', '9', '4918', '2949', '2280', '3510', '4683', '3335', '3459', '1244', '2730', '945', '112', '1921', '453', '72', '3150', '1753', '4640', '4932', '4270', '238', '3995', '2149', '4527', '361', '4814', '4826', '357']"
783,4717,"[3459, 357]",2,"['1252', '2549', '9', '4918', '2949', '2280', '3510', '4683', '3335', '3459', '1244', '2730', '945', '112', '1921', '453', '72', '3150', '1753', '4640', '4932', '4270', '238', '3995', '2149', '4527', '361', '4814', '4826', '357']"
783,7213,"[72, 4932, 361, 4814]",4,"['1252', '2549', '9', '4918', '2949', '2280', '3510', '4683', '3335', '3459', '1244', '2730', '945', '112', '1921', '453', '72', '3150', '1753', '4640', '4932', '4270', '238', '3995', '2149', '4527', '361', '4814', '4826', '357']"
784,6270,[],0,[]
784,6324,[],0,[]
784,4308,[],0,[]
785,6906,"[2274, 4524, 4836, 708, 2280, 3185]",6,"['983', '2436', '648', '4722', '80', '3594', '3753', '4986', '4128', '3607', '2274', '4270', '483', '4524', '4836', '3823', '4960', '303', '1029', '361', '708', '4111', '2280', '225', '315', '66', '3063', '1519', '3880', '3185']"
785,4253,[2436],1,"['983', '2436', '648', '4722', '80', '3594', '3753', '4986', '4128', '3607', '2274', '4270', '483', '4524', '4836', '3823', '4960', '303', '1029', '361', '708', '4111', '2280', '225', '315', '66', '3063', '1519', '3880', '3185']"
785,1329,[],0,"['983', '2436', '648', '4722', '80', '3594', '3753', '4986', '4128', '3607', '2274', '4270', '483', '4524', '4836', '3823', '4960', '303', '1029', '361', '708', '4111', '2280', '225', '315', '66', '3063', '1519', '3880', '3185']"
786,6696,[4842],1,"['4446', '647', '1984', '908', '1633', '648', '4493', '3732', '4918', '708', '125', '1205', '2949', '1306', '669', '181', '1088', '2280', '4842', '769', '4270', '960', '4683', '2227', '284', '109', '98', '2957', '361', '3409']"
786,7557,"[1984, 648]",2,"['4446', '647', '1984', '908', '1633', '648', '4493', '3732', '4918', '708', '125', '1205', '2949', '1306', '669', '181', '1088', '2280', '4842', '769', '4270', '960', '4683', '2227', '284', '109', '98', '2957', '361', '3409']"
786,3502,[],0,"['4446', '647', '1984', '908', '1633', '648', '4493', '3732', '4918', '708', '125', '1205', '2949', '1306', '669', '181', '1088', '2280', '4842', '769', '4270', '960', '4683', '2227', '284', '109', '98', '2957', '361', '3409']"
787,840,"[225, 284, 730, 1607, 2681, 4573, 229, 3944]",8,"['225', '4783', '4738', '3045', '284', '4106', '983', '4093', '1605', '730', '3063', '4134', '3271', '187', '2280', '1607', '240', '2681', '2848', '3510', '1240', '4573', '229', '3944', '1069', '3072', '203', '145', '72', '246']"
787,5648,"[2681, 3944, 145]",3,"['225', '4783', '4738', '3045', '284', '4106', '983', '4093', '1605', '730', '3063', '4134', '3271', '187', '2280', '1607', '240', '2681', '2848', '3510', '1240', '4573', '229', '3944', '1069', '3072', '203', '145', '72', '246']"
787,1910,[],0,"['225', '4783', '4738', '3045', '284', '4106', '983', '4093', '1605', '730', '3063', '4134', '3271', '187', '2280', '1607', '240', '2681', '2848', '3510', '1240', '4573', '229', '3944', '1069', '3072', '203', '145', '72', '246']"
788,7470,"[3519, 3910]",2,"['4091', '647', '297', '2549', '3732', '1446', '1740', '3189', '4270', '772', '3432', '3018', '630', '4670', '1056', '3519', '453', '2207', '205', '4680', '3910', '2224', '1023', '4593', '2774', '874', '413', '4187', '1831', '4836']"
788,5825,[],0,"['4091', '647', '297', '2549', '3732', '1446', '1740', '3189', '4270', '772', '3432', '3018', '630', '4670', '1056', '3519', '453', '2207', '205', '4680', '3910', '2224', '1023', '4593', '2774', '874', '413', '4187', '1831', '4836']"
788,1910,[],0,"['4091', '647', '297', '2549', '3732', '1446', '1740', '3189', '4270', '772', '3432', '3018', '630', '4670', '1056', '3519', '453', '2207', '205', '4680', '3910', '2224', '1023', '4593', '2774', '874', '413', '4187', '1831', '4836']"
789,3203,"[2637, 3531, 4842, 3048, 923]",5,"['4918', '2280', '2468', '1953', '4064', '2206', '4366', '2637', '1215', '4814', '2210', '4245', '187', '3531', '4299', '648', '1646', '2820', '4760', '4842', '3767', '3861', '1790', '3048', '2342', '4131', '4770', '923', '4989', '4783']"
789,3217,[],0,"['4918', '2280', '2468', '1953', '4064', '2206', '4366', '2637', '1215', '4814', '2210', '4245', '187', '3531', '4299', '648', '1646', '2820', '4760', '4842', '3767', '3861', '1790', '3048', '2342', '4131', '4770', '923', '4989', '4783']"
789,7946,[],0,"['4918', '2280', '2468', '1953', '4064', '2206', '4366', '2637', '1215', '4814', '2210', '4245', '187', '3531', '4299', '648', '1646', '2820', '4760', '4842', '3767', '3861', '1790', '3048', '2342', '4131', '4770', '923', '4989', '4783']"
790,4717,"[38, 4140, 2904, 4961, 3914]",5,"['4683', '3018', '2523', '1690', '285', '4918', '38', '4270', '1029', '80', '1790', '4106', '4986', '593', '700', '4615', '4140', '1088', '276', '85', '3767', '2356', '3174', '361', '1602', '2904', '4961', '3914', '421', '2988']"
790,3203,"[3018, 4270, 4615]",3,"['4683', '3018', '2523', '1690', '285', '4918', '38', '4270', '1029', '80', '1790', '4106', '4986', '593', '700', '4615', '4140', '1088', '276', '85', '3767', '2356', '3174', '361', '1602', '2904', '4961', '3914', '421', '2988']"
790,7233,[],0,"['4683', '3018', '2523', '1690', '285', '4918', '38', '4270', '1029', '80', '1790', '4106', '4986', '593', '700', '4615', '4140', '1088', '276', '85', '3767', '2356', '3174', '361', '1602', '2904', '4961', '3914', '421', '2988']"
791,1093,"[4533, 874, 3293]",3,"['3939', '3732', '1602', '4533', '4642', '2355', '3791', '193', '453', '874', '361', '238', '1740', '3652', '532', '276', '2409', '85', '2274', '3018', '3293', '4501', '1150', '98', '112', '4479', '3571', '1611', '3636', '1374']"
791,1833,[],0,"['3939', '3732', '1602', '4533', '4642', '2355', '3791', '193', '453', '874', '361', '238', '1740', '3652', '532', '276', '2409', '85', '2274', '3018', '3293', '4501', '1150', '98', '112', '4479', '3571', '1611', '3636', '1374']"
791,6335,[],0,"['3939', '3732', '1602', '4533', '4642', '2355', '3791', '193', '453', '874', '361', '238', '1740', '3652', '532', '276', '2409', '85', '2274', '3018', '3293', '4501', '1150', '98', '112', '4479', '3571', '1611', '3636', '1374']"
792,4964,[],0,"['85', '361', '4642', '3314', '109', '4446', '2903', '205', '4131', '4501', '1085', '1705', '4573', '1984', '4945', '2988', '4245', '1241', '4814', '3900', '1472', '3685', '2280', '2506', '4661', '1519', '2696', '4091', '2289', '4493']"
792,4836,"[361, 3685]",2,"['85', '361', '4642', '3314', '109', '4446', '2903', '205', '4131', '4501', '1085', '1705', '4573', '1984', '4945', '2988', '4245', '1241', '4814', '3900', '1472', '3685', '2280', '2506', '4661', '1519', '2696', '4091', '2289', '4493']"
792,1329,[],0,"['85', '361', '4642', '3314', '109', '4446', '2903', '205', '4131', '4501', '1085', '1705', '4573', '1984', '4945', '2988', '4245', '1241', '4814', '3900', '1472', '3685', '2280', '2506', '4661', '1519', '2696', '4091', '2289', '4493']"
793,3355,[],0,"['3095', '1409', '998', '4064', '80', '4907', '2949', '4197', '4110', '1172', '4642', '4756', '262', '1578', '3561', '1287', '4927', '4292', '3409', '4142', '175', '3098', '4929', '3210', '2522', '1709', '3343', '4001', '882', '357']"
793,5966,[4927],1,"['3095', '1409', '998', '4064', '80', '4907', '2949', '4197', '4110', '1172', '4642', '4756', '262', '1578', '3561', '1287', '4927', '4292', '3409', '4142', '175', '3098', '4929', '3210', '2522', '1709', '3343', '4001', '882', '357']"
793,4308,[4927],1,"['3095', '1409', '998', '4064', '80', '4907', '2949', '4197', '4110', '1172', '4642', '4756', '262', '1578', '3561', '1287', '4927', '4292', '3409', '4142', '175', '3098', '4929', '3210', '2522', '1709', '3343', '4001', '882', '357']"
794,5695,[4028],1,"['647', '983', '1646', '1089', '2549', '4493', '1057', '4918', '708', '125', '238', '2949', '3885', '828', '4836', '3397', '2342', '3258', '2274', '4270', '2210', '1574', '3432', '173', '24', '4028', '395', '2691', '2356', '4005']"
794,3217,"[2549, 4493, 173, 395]",4,"['647', '983', '1646', '1089', '2549', '4493', '1057', '4918', '708', '125', '238', '2949', '3885', '828', '4836', '3397', '2342', '3258', '2274', '4270', '2210', '1574', '3432', '173', '24', '4028', '395', '2691', '2356', '4005']"
794,4863,[4005],1,"['647', '983', '1646', '1089', '2549', '4493', '1057', '4918', '708', '125', '238', '2949', '3885', '828', '4836', '3397', '2342', '3258', '2274', '4270', '2210', '1574', '3432', '173', '24', '4028', '395', '2691', '2356', '4005']"
795,5695,[],0,"['647', '357', '2756', '903', '983', '786', '648', '3175', '3732', '1862', '4372', '4854', '4955', '4918', '708', '1128', '125', '3955', '2949', '1306', '4760', '828', '2674', '181', '2646', '2155', '3888', '1722', '3685', '1736']"
795,2832,"[983, 1128]",2,"['647', '357', '2756', '903', '983', '786', '648', '3175', '3732', '1862', '4372', '4854', '4955', '4918', '708', '1128', '125', '3955', '2949', '1306', '4760', '828', '2674', '181', '2646', '2155', '3888', '1722', '3685', '1736']"
795,800,[],0,"['647', '357', '2756', '903', '983', '786', '648', '3175', '3732', '1862', '4372', '4854', '4955', '4918', '708', '1128', '125', '3955', '2949', '1306', '4760', '828', '2674', '181', '2646', '2155', '3888', '1722', '3685', '1736']"
796,7470,[4791],1,"['4177', '3900', '4143', '361', '4791', '3282', '127', '4830', '600', '217', '1751', '3955', '3210', '4323', '388', '807', '2848', '4012', '4803', '705', '3805', '972', '983', '1722', '4171', '1174', '3944', '3354', '1456', '2988']"
796,2320,[1174],1,"['4177', '3900', '4143', '361', '4791', '3282', '127', '4830', '600', '217', '1751', '3955', '3210', '4323', '388', '807', '2848', '4012', '4803', '705', '3805', '972', '983', '1722', '4171', '1174', '3944', '3354', '1456', '2988']"
796,7213,"[361, 4012]",2,"['4177', '3900', '4143', '361', '4791', '3282', '127', '4830', '600', '217', '1751', '3955', '3210', '4323', '388', '807', '2848', '4012', '4803', '705', '3805', '972', '983', '1722', '4171', '1174', '3944', '3354', '1456', '2988']"
797,7449,"[2255, 2688, 1554]",3,"['983', '648', '2274', '4642', '361', '2255', '4106', '145', '3459', '1196', '2949', '3351', '647', '4005', '3914', '112', '2562', '4715', '2688', '1357', '1517', '2191', '505', '1554', '3227', '1371', '4918', '85', '4270', '484']"
797,298,[4005],1,"['983', '648', '2274', '4642', '361', '2255', '4106', '145', '3459', '1196', '2949', '3351', '647', '4005', '3914', '112', '2562', '4715', '2688', '1357', '1517', '2191', '505', '1554', '3227', '1371', '4918', '85', '4270', '484']"
797,7655,"[2274, 3914, 112, 2688]",4,"['983', '648', '2274', '4642', '361', '2255', '4106', '145', '3459', '1196', '2949', '3351', '647', '4005', '3914', '112', '2562', '4715', '2688', '1357', '1517', '2191', '505', '1554', '3227', '1371', '4918', '85', '4270', '484']"
798,5915,[870],1,"['4894', '4642', '505', '3472', '2632', '3145', '2874', '3650', '2161', '870', '72', '2830', '617', '2949', '125', '1559', '4760', '4093', '80', '1263', '3413', '4843', '27', '37', '4106', '1229', '3643', '4091', '2639', '3064']"
798,4863,"[505, 2639]",2,"['4894', '4642', '505', '3472', '2632', '3145', '2874', '3650', '2161', '870', '72', '2830', '617', '2949', '125', '1559', '4760', '4093', '80', '1263', '3413', '4843', '27', '37', '4106', '1229', '3643', '4091', '2639', '3064']"
798,3668,[870],1,"['4894', '4642', '505', '3472', '2632', '3145', '2874', '3650', '2161', '870', '72', '2830', '617', '2949', '125', '1559', '4760', '4093', '80', '1263', '3413', '4843', '27', '37', '4106', '1229', '3643', '4091', '2639', '3064']"
799,7258,[],0,"['2848', '14', '2830', '98', '4106', '3431', '664', '1545', '4022', '813', '3820', '1591', '4642', '1712', '4245', '2080', '2280', '744', '1611', '1458', '2773', '4457', '3685', '2484', '4382', '2874', '3640', '4590', '1984', '125']"
799,342,[],0,"['2848', '14', '2830', '98', '4106', '3431', '664', '1545', '4022', '813', '3820', '1591', '4642', '1712', '4245', '2080', '2280', '744', '1611', '1458', '2773', '4457', '3685', '2484', '4382', '2874', '3640', '4590', '1984', '125']"
799,7655,"[2848, 1545, 4022, 2874, 4590]",5,"['2848', '14', '2830', '98', '4106', '3431', '664', '1545', '4022', '813', '3820', '1591', '4642', '1712', '4245', '2080', '2280', '744', '1611', '1458', '2773', '4457', '3685', '2484', '4382', '2874', '3640', '4590', '1984', '125']"
800,1833,[4396],1,"['812', '1984', '2756', '866', '2549', '1755', '484', '2608', '14', '1406', '3048', '4738', '2274', '3510', '532', '574', '544', '2911', '2200', '1681', '361', '397', '1649', '4226', '2862', '3517', '4444', '4396', '4904', '4140']"
800,3502,[4396],1,"['812', '1984', '2756', '866', '2549', '1755', '484', '2608', '14', '1406', '3048', '4738', '2274', '3510', '532', '574', '544', '2911', '2200', '1681', '361', '397', '1649', '4226', '2862', '3517', '4444', '4396', '4904', '4140']"
800,5185,[],0,"['812', '1984', '2756', '866', '2549', '1755', '484', '2608', '14', '1406', '3048', '4738', '2274', '3510', '532', '574', '544', '2911', '2200', '1681', '361', '397', '1649', '4226', '2862', '3517', '4444', '4396', '4904', '4140']"
801,5185,[565],1,"['740', '4955', '4836', '1736', '532', '513', '284', '80', '2284', '565', '4503', '3109', '1085', '211', '2271', '3061', '3032', '2988', '2639', '4918', '4096', '3259', '2086', '928', '4635', '4501', '1911', '2661', '2666', '1646']"
801,3217,[],0,"['740', '4955', '4836', '1736', '532', '513', '284', '80', '2284', '565', '4503', '3109', '1085', '211', '2271', '3061', '3032', '2988', '2639', '4918', '4096', '3259', '2086', '928', '4635', '4501', '1911', '2661', '2666', '1646']"
801,6276,"[513, 4096, 3259]",3,"['740', '4955', '4836', '1736', '532', '513', '284', '80', '2284', '565', '4503', '3109', '1085', '211', '2271', '3061', '3032', '2988', '2639', '4918', '4096', '3259', '2086', '928', '4635', '4501', '1911', '2661', '2666', '1646']"
802,2320,[1611],1,"['648', '2949', '295', '2138', '4069', '2256', '1605', '2274', '125', '4918', '182', '2396', '2499', '2311', '2139', '193', '4649', '1611', '630', '1583', '459', '816', '2436', '3096', '2478', '3647', '323', '145', '3396', '10']"
802,3668,[],0,"['648', '2949', '295', '2138', '4069', '2256', '1605', '2274', '125', '4918', '182', '2396', '2499', '2311', '2139', '193', '4649', '1611', '630', '1583', '459', '816', '2436', '3096', '2478', '3647', '323', '145', '3396', '10']"
802,1910,"[2949, 182]",2,"['648', '2949', '295', '2138', '4069', '2256', '1605', '2274', '125', '4918', '182', '2396', '2499', '2311', '2139', '193', '4649', '1611', '630', '1583', '459', '816', '2436', '3096', '2478', '3647', '323', '145', '3396', '10']"
803,5185,[],0,"['284', '397', '1683', '3770', '1091', '4847', '1475', '2620', '221', '647', '1636', '4955', '3466', '3164', '4929', '66', '98', '236', '1087', '145', '945', '2355', '744', '4642', '4118', '983', '109', '2540', '4670', '874']"
803,4964,"[1475, 647]",2,"['284', '397', '1683', '3770', '1091', '4847', '1475', '2620', '221', '647', '1636', '4955', '3466', '3164', '4929', '66', '98', '236', '1087', '145', '945', '2355', '744', '4642', '4118', '983', '109', '2540', '4670', '874']"
803,4253,[109],1,"['284', '397', '1683', '3770', '1091', '4847', '1475', '2620', '221', '647', '1636', '4955', '3466', '3164', '4929', '66', '98', '236', '1087', '145', '945', '2355', '744', '4642', '4118', '983', '109', '2540', '4670', '874']"
