user,exclude,item list,len,without constraint
896,840,[],0,[]
896,2499,[],0,[]
897,6270,[],0,[]
897,840,[],0,[]
897,2499,[],0,[]
898,6270,"[361, 145, 2782, 1443, 3337, 1306, 116, 1556, 1930, 2207]",10,"['361', '145', '4642', '2782', '1443', '3337', '1306', '116', '1556', '1698', '1178', '1930', '3732', '1776', '2207', '1646', '4680', '242', '2280', '708', '3335', '2224', '82', '2188', '2274', '2155', '4910', '45', '4457', '789']"
898,840,"[361, 145, 4642, 2782, 1443, 3337, 116, 1556, 1178, 1930]",10,"['361', '145', '4642', '2782', '1443', '3337', '1306', '116', '1556', '1698', '1178', '1930', '3732', '1776', '2207', '1646', '4680', '242', '2280', '708', '3335', '2224', '82', '2188', '2274', '2155', '4910', '45', '4457', '789']"
898,2499,"[361, 4642, 1443, 3337, 1306, 116, 1556, 1698, 3732, 1776]",10,"['361', '145', '4642', '2782', '1443', '3337', '1306', '116', '1556', '1698', '1178', '1930', '3732', '1776', '2207', '1646', '4680', '242', '2280', '708', '3335', '2224', '82', '2188', '2274', '2155', '4910', '45', '4457', '789']"
899,5006,"[647, 145, 4561, 4642, 125, 617, 255, 610, 2821, 1253]",10,"['647', '983', '361', '145', '4561', '4642', '2639', '125', '900', '617', '255', '610', '2436', '2821', '88', '1253', '3533', '83', '56', '1449', '4918', '960', '3888', '3397', '4332', '205', '240', '719', '1619', '1667']"
899,3203,"[647, 983, 361, 145, 4561, 4642, 125, 900, 617, 255]",10,"['647', '983', '361', '145', '4561', '4642', '2639', '125', '900', '617', '255', '610', '2436', '2821', '88', '1253', '3533', '83', '56', '1449', '4918', '960', '3888', '3397', '4332', '205', '240', '719', '1619', '1667']"
899,7655,"[647, 983, 361, 145, 4561, 4642, 2639, 125, 900, 617]",10,"['647', '983', '361', '145', '4561', '4642', '2639', '125', '900', '617', '255', '610', '2436', '2821', '88', '1253', '3533', '83', '56', '1449', '4918', '960', '3888', '3397', '4332', '205', '240', '719', '1619', '1667']"
900,3184,"[2, 125, 98, 268, 3672, 341, 3757, 1066, 764, 2874]",10,"['2', '983', '125', '3685', '98', '268', '3672', '341', '3757', '1066', '764', '1983', '2874', '72', '2549', '1698', '3990', '2949', '1880', '3330', '4676', '264', '1150', '3522', '4270', '1240', '870', '453', '1129', '54']"
900,6276,"[2, 983, 125, 3685, 98, 268, 3672, 341, 3757, 1066]",10,"['2', '983', '125', '3685', '98', '268', '3672', '341', '3757', '1066', '764', '1983', '2874', '72', '2549', '1698', '3990', '2949', '1880', '3330', '4676', '264', '1150', '3522', '4270', '1240', '870', '453', '1129', '54']"
900,7449,"[2, 983, 125, 3685, 268, 3672, 3757, 1066, 764, 1983]",10,"['2', '983', '125', '3685', '98', '268', '3672', '341', '3757', '1066', '764', '1983', '2874', '72', '2549', '1698', '3990', '2949', '1880', '3330', '4676', '264', '1150', '3522', '4270', '1240', '870', '453', '1129', '54']"
901,800,"[4446, 3823, 4783, 812, 4827, 647, 357, 1984, 2756, 3551]",10,"['4446', '3823', '4783', '740', '4091', '812', '4827', '647', '357', '1984', '2756', '3551', '983', '1646', '1633', '4026', '4814', '1197', '866', '297', '648', '3194', '4945', '437', '2549', '2848', '1601', '2220', '4894', '3939']"
901,7557,"[4446, 3823, 4783, 740, 4091, 812, 4827, 647, 357, 3551]",10,"['4446', '3823', '4783', '740', '4091', '812', '4827', '647', '357', '1984', '2756', '3551', '983', '1646', '1633', '4026', '4814', '1197', '866', '297', '648', '3194', '4945', '437', '2549', '2848', '1601', '2220', '4894', '3939']"
901,1093,"[3823, 4783, 740, 4091, 812, 4827, 647, 357, 1984, 2756]",10,"['4446', '3823', '4783', '740', '4091', '812', '4827', '647', '357', '1984', '2756', '3551', '983', '1646', '1633', '4026', '4814', '1197', '866', '297', '648', '3194', '4945', '437', '2549', '2848', '1601', '2220', '4894', '3939']"
902,800,"[908, 983, 4735, 4894, 193, 4493, 4491, 708, 125, 3676]",10,"['4091', '908', '983', '4735', '4894', '193', '4493', '4491', '708', '125', '3676', '4382', '1024', '403', '4738', '4658', '2988', '266', '2830', '1621', '98', '3083', '4642', '276', '4698', '1604', '1983', '303', '2459', '4573']"
902,6335,"[4091, 908, 983, 4735, 4894, 193, 4493, 708, 125, 3676]",10,"['4091', '908', '983', '4735', '4894', '193', '4493', '4491', '708', '125', '3676', '4382', '1024', '403', '4738', '4658', '2988', '266', '2830', '1621', '98', '3083', '4642', '276', '4698', '1604', '1983', '303', '2459', '4573']"
902,1168,"[4091, 908, 983, 4735, 4894, 193, 4493, 4491, 708, 125]",10,"['4091', '908', '983', '4735', '4894', '193', '4493', '4491', '708', '125', '3676', '4382', '1024', '403', '4738', '4658', '2988', '266', '2830', '1621', '98', '3083', '4642', '276', '4698', '1604', '1983', '303', '2459', '4573']"
903,3184,"[4783, 740, 4177, 647, 1653, 903, 767, 786, 648, 1690]",10,"['4783', '740', '4091', '4177', '647', '1653', '903', '767', '786', '648', '1690', '4782', '2549', '2848', '4735', '1357', '6', '193', '4493', '2820', '3217', '3990', '484', '4918', '708', '125', '1343', '1205', '4275', '1602']"
903,332,"[4783, 740, 4091, 4177, 647, 1653, 903, 786, 648, 1690]",10,"['4783', '740', '4091', '4177', '647', '1653', '903', '767', '786', '648', '1690', '4782', '2549', '2848', '4735', '1357', '6', '193', '4493', '2820', '3217', '3990', '484', '4918', '708', '125', '1343', '1205', '4275', '1602']"
903,63,"[4783, 740, 4091, 4177, 647, 1653, 903, 767, 786, 648]",10,"['4783', '740', '4091', '4177', '647', '1653', '903', '767', '786', '648', '1690', '4782', '2549', '2848', '4735', '1357', '6', '193', '4493', '2820', '3217', '3990', '484', '4918', '708', '125', '1343', '1205', '4275', '1602']"
904,6906,"[2912, 4793, 532, 1190, 2610, 1667, 3915, 341, 2217, 1650]",10,"['708', '125', '2280', '2912', '4793', '532', '1190', '2610', '1667', '3915', '341', '2217', '1176', '1650', '3590', '527', '4342', '72', '3198', '4649', '2478', '3406', '4826', '337', '1911', '1856', '277', '4534', '630', '4691']"
904,5006,"[708, 125, 2280, 4793, 532, 2610, 3915, 341, 1176, 1650]",10,"['708', '125', '2280', '2912', '4793', '532', '1190', '2610', '1667', '3915', '341', '2217', '1176', '1650', '3590', '527', '4342', '72', '3198', '4649', '2478', '3406', '4826', '337', '1911', '1856', '277', '4534', '630', '4691']"
904,3203,"[708, 125, 2280, 2912, 4793, 532, 2610, 3915, 341, 1176]",10,"['708', '125', '2280', '2912', '4793', '532', '1190', '2610', '1667', '3915', '341', '2217', '1176', '1650', '3590', '527', '4342', '72', '3198', '4649', '2478', '3406', '4826', '337', '1911', '1856', '277', '4534', '630', '4691']"
905,3203,"[357, 193, 1053, 4642, 361, 2436, 4245, 2848, 4493, 2377]",10,"['357', '193', '1053', '3335', '4642', '361', '33', '2436', '4245', '2848', '2639', '4493', '2377', '295', '3314', '3942', '1241', '3078', '2636', '4783', '294', '1400', '2274', '1690', '4717', '610', '125', '1722', '4501', '4352']"
905,7655,"[357, 193, 3335, 4642, 361, 33, 2436, 4245, 2639, 4493]",10,"['357', '193', '1053', '3335', '4642', '361', '33', '2436', '4245', '2848', '2639', '4493', '2377', '295', '3314', '3942', '1241', '3078', '2636', '4783', '294', '1400', '2274', '1690', '4717', '610', '125', '1722', '4501', '4352']"
905,4717,"[193, 1053, 3335, 4642, 361, 33, 2436, 4245, 2848, 2639]",10,"['357', '193', '1053', '3335', '4642', '361', '33', '2436', '4245', '2848', '2639', '4493', '2377', '295', '3314', '3942', '1241', '3078', '2636', '4783', '294', '1400', '2274', '1690', '4717', '610', '125', '1722', '4501', '4352']"
906,5006,"[647, 1601, 125, 416, 4106, 902, 1698, 4760, 569, 2354]",10,"['647', '983', '1601', '125', '3048', '416', '4106', '1611', '902', '1698', '870', '4760', '569', '4349', '2354', '1711', '4396', '4680', '1020', '2813', '361', '866', '1174', '109', '4095', '1950', '3227', '2499', '2608', '2829']"
906,3203,"[647, 983, 1601, 125, 416, 4106, 902, 870, 4760, 569]",10,"['647', '983', '1601', '125', '3048', '416', '4106', '1611', '902', '1698', '870', '4760', '569', '4349', '2354', '1711', '4396', '4680', '1020', '2813', '361', '866', '1174', '109', '4095', '1950', '3227', '2499', '2608', '2829']"
906,7655,"[647, 983, 1601, 125, 3048, 416, 4106, 1611, 902, 1698]",10,"['647', '983', '1601', '125', '3048', '416', '4106', '1611', '902', '1698', '870', '4760', '569', '4349', '2354', '1711', '4396', '4680', '1020', '2813', '361', '866', '1174', '109', '4095', '1950', '3227', '2499', '2608', '2829']"
907,800,"[1, 4783, 4177, 3300, 4827, 2, 1252, 357, 1984, 2756]",10,"['1', '4783', '740', '4091', '4177', '3300', '4827', '2', '1252', '357', '1984', '2756', '908', '3813', '1646', '3263', '297', '786', '648', '4945', '4336', '4782', '2549', '4735', '4', '1357', '2220', '5', '3939', '193']"
907,332,"[1, 4783, 740, 4091, 4177, 3300, 4827, 2, 1252, 357]",10,"['1', '4783', '740', '4091', '4177', '3300', '4827', '2', '1252', '357', '1984', '2756', '908', '3813', '1646', '3263', '297', '786', '648', '4945', '4336', '4782', '2549', '4735', '4', '1357', '2220', '5', '3939', '193']"
907,335,"[1, 4783, 740, 4091, 4177, 3300, 4827, 2, 1252, 357]",10,"['1', '4783', '740', '4091', '4177', '3300', '4827', '2', '1252', '357', '1984', '2756', '908', '3813', '1646', '3263', '297', '786', '648', '4945', '4336', '4782', '2549', '4735', '4', '1357', '2220', '5', '3939', '193']"
908,4717,"[3813, 786, 1605, 2949, 1711, 2342, 3888, 109, 3314, 4642]",10,"['3813', '786', '1605', '2949', '1711', '2342', '3888', '109', '3314', '4642', '3409', '1237', '2139', '2408', '1841', '4049', '50', '2368', '4561', '936', '3282', '4664', '3372', '2404', '151', '4990', '2101', '203', '245', '3804']"
908,3184,"[3813, 786, 1605, 2949, 1711, 2342, 3888, 109, 3314, 3409]",10,"['3813', '786', '1605', '2949', '1711', '2342', '3888', '109', '3314', '4642', '3409', '1237', '2139', '2408', '1841', '4049', '50', '2368', '4561', '936', '3282', '4664', '3372', '2404', '151', '4990', '2101', '203', '245', '3804']"
908,332,"[3813, 786, 1605, 2949, 1711, 2342, 3888, 109, 4642, 3409]",10,"['3813', '786', '1605', '2949', '1711', '2342', '3888', '109', '3314', '4642', '3409', '1237', '2139', '2408', '1841', '4049', '50', '2368', '4561', '936', '3282', '4664', '3372', '2404', '151', '4990', '2101', '203', '245', '3804']"
909,2683,"[4783, 740, 4091, 4177, 2, 647, 357, 1984, 976, 297]",10,"['4783', '740', '4091', '4177', '2', '647', '357', '1984', '908', '1646', '976', '297', '786', '648', '4945', '4782', '2549', '1601', '324', '1357', '2220', '4894', '1755', '2458', '3217', '555', '484', '4955', '9', '3604']"
909,800,"[4783, 4177, 2, 647, 357, 1984, 908, 976, 297, 786]",10,"['4783', '740', '4091', '4177', '2', '647', '357', '1984', '908', '1646', '976', '297', '786', '648', '4945', '4782', '2549', '1601', '324', '1357', '2220', '4894', '1755', '2458', '3217', '555', '484', '4955', '9', '3604']"
909,6335,"[4783, 740, 4091, 4177, 2, 647, 357, 1984, 908, 1646]",10,"['4783', '740', '4091', '4177', '2', '647', '357', '1984', '908', '1646', '976', '297', '786', '648', '4945', '4782', '2549', '1601', '324', '1357', '2220', '4894', '1755', '2458', '3217', '555', '484', '4955', '9', '3604']"
910,6270,"[3813, 1646, 4735, 4245, 3459, 112, 462, 1619, 3111, 4457]",10,"['3813', '1646', '4735', '2280', '4245', '4642', '3018', '617', '3459', '112', '804', '882', '4778', '462', '1619', '3861', '3111', '284', '4457', '953', '708', '1611', '4904', '1306', '4573', '2549', '3048', '1698', '4686', '2824']"
910,2499,"[3813, 1646, 4735, 2280, 4245, 4642, 3018, 112, 804, 882]",10,"['3813', '1646', '4735', '2280', '4245', '4642', '3018', '617', '3459', '112', '804', '882', '4778', '462', '1619', '3861', '3111', '284', '4457', '953', '708', '1611', '4904', '1306', '4573', '2549', '3048', '1698', '4686', '2824']"
910,6906,"[3813, 1646, 4735, 4245, 4642, 3018, 617, 3459, 112, 804]",10,"['3813', '1646', '4735', '2280', '4245', '4642', '3018', '617', '3459', '112', '804', '882', '4778', '462', '1619', '3861', '3111', '284', '4457', '953', '708', '1611', '4904', '1306', '4573', '2549', '3048', '1698', '4686', '2824']"
911,6270,"[1089, 115, 2949, 2663, 3258, 4270, 4683, 416, 4005, 1517]",10,"['1984', '1089', '3732', '4854', '115', '4665', '2949', '2663', '3258', '4270', '532', '4683', '4888', '416', '3335', '4642', '4352', '1209', '4005', '3424', '702', '1517', '4841', '794', '4910', '3459', '2970', '1921', '882', '4960']"
911,2499,"[1089, 3732, 4854, 115, 2949, 2663, 3258, 4270, 4683, 416]",10,"['1984', '1089', '3732', '4854', '115', '4665', '2949', '2663', '3258', '4270', '532', '4683', '4888', '416', '3335', '4642', '4352', '1209', '4005', '3424', '702', '1517', '4841', '794', '4910', '3459', '2970', '1921', '882', '4960']"
911,5010,"[1984, 1089, 3732, 4854, 115, 4665, 2949, 2663, 3258, 4270]",10,"['1984', '1089', '3732', '4854', '115', '4665', '2949', '2663', '3258', '4270', '532', '4683', '4888', '416', '3335', '4642', '4352', '1209', '4005', '3424', '702', '1517', '4841', '794', '4910', '3459', '2970', '1921', '882', '4960']"
912,6270,"[740, 1646, 2608, 2155, 361, 145, 1921, 1715, 2955, 3221]",10,"['740', '1646', '2549', '2608', '2280', '2155', '2599', '2355', '361', '145', '1921', '1715', '2861', '2955', '4914', '3221', '3351', '4270', '827', '2536', '4396', '4256', '2207', '3661', '594', '1313', '945', '2499', '880', '565']"
912,840,"[740, 2549, 2608, 2280, 2155, 2599, 2355, 361, 145, 1921]",10,"['740', '1646', '2549', '2608', '2280', '2155', '2599', '2355', '361', '145', '1921', '1715', '2861', '2955', '4914', '3221', '3351', '4270', '827', '2536', '4396', '4256', '2207', '3661', '594', '1313', '945', '2499', '880', '565']"
912,2499,"[740, 1646, 2549, 2608, 2280, 2155, 2355, 361, 1921, 1715]",10,"['740', '1646', '2549', '2608', '2280', '2155', '2599', '2355', '361', '145', '1921', '1715', '2861', '2955', '4914', '3221', '3351', '4270', '827', '2536', '4396', '4256', '2207', '3661', '594', '1313', '945', '2499', '880', '565']"
913,6270,"[1200, 2274, 2155, 4091, 4670, 2632, 1651, 4005, 2799, 1942]",10,"['1200', '2849', '2274', '2155', '186', '4695', '4091', '3424', '4670', '4639', '4888', '2632', '708', '1651', '4640', '3942', '998', '956', '4005', '2799', '1653', '1942', '2311', '1241', '1018', '600', '1030', '532', '4493', '1519']"
913,840,"[1200, 2849, 2274, 2155, 4695, 4091, 3424, 4670, 4639, 2632]",10,"['1200', '2849', '2274', '2155', '186', '4695', '4091', '3424', '4670', '4639', '4888', '2632', '708', '1651', '4640', '3942', '998', '956', '4005', '2799', '1653', '1942', '2311', '1241', '1018', '600', '1030', '532', '4493', '1519']"
913,2499,"[1200, 2849, 2274, 2155, 4695, 4091, 3424, 4670, 4639, 2632]",10,"['1200', '2849', '2274', '2155', '186', '4695', '4091', '3424', '4670', '4639', '4888', '2632', '708', '1651', '4640', '3942', '998', '956', '4005', '2799', '1653', '1942', '2311', '1241', '1018', '600', '1030', '532', '4493', '1519']"
914,5010,"[4091, 4894, 484, 2949, 181, 2280, 1740, 4106, 794, 4745]",10,"['4091', '4894', '484', '2949', '181', '2280', '1740', '2639', '4005', '4106', '794', '4745', '505', '1244', '3105', '389', '3282', '4332', '3022', '2251', '261', '4349', '2937', '2161', '218', '1197', '2265', '125', '1752', '4836']"
914,6906,"[4091, 4894, 484, 2949, 181, 1740, 2639, 4005, 4106, 794]",10,"['4091', '4894', '484', '2949', '181', '2280', '1740', '2639', '4005', '4106', '794', '4745', '505', '1244', '3105', '389', '3282', '4332', '3022', '2251', '261', '4349', '2937', '2161', '218', '1197', '2265', '125', '1752', '4836']"
914,5006,"[4894, 2949, 2280, 1740, 4005, 4106, 4745, 1244, 3105, 389]",10,"['4091', '4894', '484', '2949', '181', '2280', '1740', '2639', '4005', '4106', '794', '4745', '505', '1244', '3105', '389', '3282', '4332', '3022', '2251', '261', '4349', '2937', '2161', '218', '1197', '2265', '125', '1752', '4836']"
915,6270,"[4270, 361, 112, 740, 1928, 946, 3271, 4842, 3314, 1667]",10,"['4918', '2904', '4270', '1604', '1178', '4913', '361', '112', '740', '193', '1133', '1928', '946', '3271', '4842', '453', '3335', '1209', '3314', '1667', '2', '3097', '2280', '449', '984', '4470', '3781', '251', '1605', '38']"
915,5010,"[4918, 2904, 4270, 1178, 4913, 361, 112, 740, 193, 1133]",10,"['4918', '2904', '4270', '1604', '1178', '4913', '361', '112', '740', '193', '1133', '1928', '946', '3271', '4842', '453', '3335', '1209', '3314', '1667', '2', '3097', '2280', '449', '984', '4470', '3781', '251', '1605', '38']"
915,6906,"[4918, 2904, 4270, 1604, 1178, 361, 112, 740, 1133, 1928]",10,"['4918', '2904', '4270', '1604', '1178', '4913', '361', '112', '740', '193', '1133', '1928', '946', '3271', '4842', '453', '3335', '1209', '3314', '1667', '2', '3097', '2280', '449', '984', '4470', '3781', '251', '1605', '38']"
916,6270,"[1646, 4270, 4501, 176, 397, 2354, 2890, 4457, 3068, 740]",10,"['1646', '125', '4270', '4642', '2139', '1331', '4501', '176', '397', '2354', '2549', '2890', '1014', '4457', '3068', '740', '2629', '897', '3908', '3282', '4338', '4496', '4049', '2709', '708', '3955', '4665', '3519', '2702', '2251']"
916,840,"[125, 4270, 4642, 2139, 1331, 4501, 176, 2354, 2549, 2890]",10,"['1646', '125', '4270', '4642', '2139', '1331', '4501', '176', '397', '2354', '2549', '2890', '1014', '4457', '3068', '740', '2629', '897', '3908', '3282', '4338', '4496', '4049', '2709', '708', '3955', '4665', '3519', '2702', '2251']"
916,5010,"[1646, 125, 4270, 4642, 2139, 1331, 4501, 176, 397, 2354]",10,"['1646', '125', '4270', '4642', '2139', '1331', '4501', '176', '397', '2354', '2549', '2890', '1014', '4457', '3068', '740', '2629', '897', '3908', '3282', '4338', '4496', '4049', '2709', '708', '3955', '4665', '3519', '2702', '2251']"
917,6270,[],0,[]
917,840,[],0,[]
917,2499,[],0,[]
918,840,"[145, 2238, 2755, 3102, 708, 3645, 2911, 983, 3625, 4167]",10,"['960', '145', '1611', '4831', '1306', '2238', '2755', '2730', '648', '3102', '708', '1601', '3645', '2911', '983', '3625', '4167', '1894', '3271', '2266', '3841', '3314', '193', '1737', '1209', '767', '36', '855', '3898', '3383']"
918,2499,"[1611, 4831, 1306, 2238, 2755, 2730, 3102, 1601, 3645, 983]",10,"['960', '145', '1611', '4831', '1306', '2238', '2755', '2730', '648', '3102', '708', '1601', '3645', '2911', '983', '3625', '4167', '1894', '3271', '2266', '3841', '3314', '193', '1737', '1209', '767', '36', '855', '3898', '3383']"
918,5010,"[960, 145, 1611, 4831, 1306, 2238, 2730, 648, 3102, 708]",10,"['960', '145', '1611', '4831', '1306', '2238', '2755', '2730', '648', '3102', '708', '1601', '3645', '2911', '983', '3625', '4167', '1894', '3271', '2266', '3841', '3314', '193', '1737', '1209', '767', '36', '855', '3898', '3383']"
919,6906,"[4457, 4960, 4270, 617, 953, 4140, 1611, 2848, 1970, 3314]",10,"['4457', '4960', '4270', '617', '953', '4140', '1611', '2848', '1970', '3314', '3431', '4215', '3685', '203', '1048', '2196', '4783', '3510', '80', '4113', '1235', '3914', '4194', '1113', '4573', '4044', '4106', '14', '1983', '2319']"
